item_key,item_name,category_key,count_date,qty_counted,unit,source_sheet
WORTEL,Wortel,food_main,2026-05-04,300.0,g,4 Mei 2026
SUMPIT KAYU,Sumpit Kayu,condiment,2026-05-04,99.0,pcs,4 Mei 2026
CENGKEH,Cengkeh,food_main,2026-05-04,50.0,g,4 Mei 2026
SEREH,Sereh,food_main,2026-05-04,25.0,g,4 Mei 2026
DAUN SALAM,Daun salam,food_main,2026-05-04,30.0,g,4 Mei 2026
TELUR OMEGA,Telur omega,food_main,2026-05-04,7.0,pcs,4 Mei 2026
OREGANO,Oregano,food_main,2026-05-04,16.0,g,4 Mei 2026
CUP 150 ML,Cup 150 ml,condiment,2026-05-04,25.0,pcs,4 Mei 2026
TUTUP BOWL,Tutup bowl,condiment,2026-05-04,47.0,pcs,4 Mei 2026
BOWL KERTAS,Bowl Kertas,condiment,2026-05-04,47.0,pcs,4 Mei 2026
LAJU KOPI,LAJU KOPI,other,2026-05-04,0.0,pcs,4 Mei 2026
BEANS HOT,Beans hot,beverage_main,2026-05-04,100.0,g,4 Mei 2026
BEANS ICE,Beans ice,beverage_main,2026-05-04,0.0,g,4 Mei 2026
SIRUP ALPEN,Sirup Alpen,beverage_main,2026-05-04,220.0,ml,4 Mei 2026
NIRA,Nira,beverage_main,2026-05-04,1250.0,ml,4 Mei 2026
CREAMER BUBUK,Creamer bubuk,beverage_main,2026-05-04,1000.0,g,4 Mei 2026
CREAMER CAIR,Creamer cair,beverage_main,2026-05-04,360.0,ml,4 Mei 2026
UHT,UHT,beverage_main,2026-05-04,0.0,ml,4 Mei 2026
LEMON,Lemon,beverage_main,2026-05-04,0.0,g,4 Mei 2026
TARO POWDER,Taro powder,beverage_main,2026-05-04,253.0,g,4 Mei 2026
KEJU POWDER,Keju powder,beverage_main,2026-05-04,130.0,g,4 Mei 2026
CUP LAJU,Cup laju,condiment,2026-05-04,26.0,pcs,4 Mei 2026
SEAL CUP,Seal cup,condiment,2026-05-04,1.0,pcs,4 Mei 2026
SKM,SKM,beverage_main,2026-05-04,488.0,g,4 Mei 2026
SEDOTAN,Sedotan,condiment,2026-05-04,0.0,pcs,4 Mei 2026
LIME POWDER,Lime Powder,beverage_main,2026-05-04,0.0,g,4 Mei 2026
MADU BOTOL,Madu botol,beverage_main,2026-05-04,750.0,g,4 Mei 2026
MINERAL WATER 600ML,MINERAL WATER 600ML,beverage_main,2026-06-04,8.0,pcs,4 Juni 2026
ADONAN WAFFLE,ADONAN WAFFLE,food_main,2026-06-04,2220.0,g,4 Juni 2026
APPLE SYRUP MONIN,Apple Syrup Monin,beverage_main,2026-06-04,2361.0,ml,4 Juni 2026
AW 250 ML,AW 250 ML,beverage_main,2026-06-04,0.0,pcs,4 Juni 2026
BORA 250ML,BORA 250ml,beverage_main,2026-06-04,25.0,pcs,4 Juni 2026
BAKING POWDER HERCULES,BAKING POWDER HERCULES,food_main,2026-06-04,705.0,g,4 Juni 2026
BAKING POWDER KOEPOE,BAKING POWDER KOEPOE,food_main,2026-06-04,1000.0,g,4 Juni 2026
BAKING SODA KOEPOE,Baking Soda Koepoe,food_main,2026-06-04,0.0,g,4 Juni 2026
CREAM CHEESE,CREAM CHEESE,sauce,2026-06-04,325.0,g,4 Juni 2026
BAWANG BOMBAY,BAWANG BOMBAY,food_main,2026-06-04,1707.0,g,4 Juni 2026
BAWANG BOMBAY MERAH,BAWANG BOMBAY MERAH,beverage_main,2026-06-04,0.0,g,4 Juni 2026
BAYLEAF,BAYLEAF,food_main,2026-06-04,25.0,g,4 Juni 2026
BERAS,BERAS,beverage_main,2026-06-04,3217.0,g,4 Juni 2026
BIG MAC,BIG MAC,sauce,2026-06-04,864.0,g,4 Juni 2026
BLACK PAPER POWDER,BLACK PAPER POWDER,food_main,2026-06-04,553.0,g,4 Juni 2026
BLACK TEA,BLACK TEA,beverage_main,2026-06-04,1306.0,g,4 Juni 2026
BOX CHICKEN WAFFLE (L),BOX CHICKEN WAFFLE (L),condiment,2026-06-04,787.0,pcs,4 Juni 2026
BOX SANDWHICH (M),BOX SANDWHICH (M),condiment,2026-06-04,257.0,pcs,4 Juni 2026
BOX NASI,BOX NASI,condiment,2026-06-04,180.0,pcs,4 Juni 2026
BROWN SUGAR,Brown Sugar,food_main,2026-06-04,2000.0,g,4 Juni 2026
BUFFALO,BUFFALO,sauce,2026-06-04,920.0,g,4 Juni 2026
BUMBU NASHVILLE KERING,BUMBU NASHVILLE KERING,beverage_main,2026-06-04,461.0,g,4 Juni 2026
BUMBU TEPUNG AYAM,BUMBU TEPUNG AYAM,beverage_main,2026-06-04,515.0,g,4 Juni 2026
BURGER BUN,BURGER BUN,food_main,2026-06-04,4.0,pcs,4 Juni 2026
CABAI TEROPONG HIJAU,CABAI TEROPONG HIJAU,food_main,2026-06-04,215.0,g,4 Juni 2026
CABAI RAWIT,CABAI RAWIT,food_main,2026-06-04,240.0,g,4 Juni 2026
CARAMEL SAUCE,CARAMEL SAUCE,beverage_main,2026-06-04,1071.0,ml,4 Juni 2026
CAYENNE POWDER,CAYENNE POWDER,food_main,2026-06-04,1898.0,g,4 Juni 2026
CHEDDAR BLOCK,CHEDDAR BLOCK,food_main,2026-06-04,2000.0,g,4 Juni 2026
CHILLI POWDER YUTAKACHI,CHILLI POWDER YUTAKACHI,food_main,2026-06-04,0.0,g,4 Juni 2026
CHIPOTLE KALENG,Chipotle kaleng,food_main,2026-06-04,705.0,g,4 Juni 2026
CHIPOTLE DRESSING,Chipotle dressing,sauce,2026-06-04,755.0,g,4 Juni 2026
CINNAMON POWDER,CINNAMON POWDER,food_main,2026-06-04,144.0,g,4 Juni 2026
COKLAT POWDER,COKLAT POWDER,food_main,2026-06-04,240.0,g,4 Juni 2026
COLA 250 ML,COLA 250 ML,beverage_main,2026-06-04,0.0,pcs,4 Juni 2026
COLATTA CHOCOCHIPS,COLATTA CHOCOCHIPS,food_main,2026-06-04,500.0,g,4 Juni 2026
COLESLAW,COLESLAW,beverage_main,2026-06-04,1113.0,g,4 Juni 2026
CUKA,CUKA,food_main,2026-06-04,1300.0,pcs,4 Juni 2026
CUP 14 OZ,CUP 14 OZ,condiment,2026-06-04,114.0,pcs,4 Juni 2026
CUP ICE CREAM LAR,CUP ICE CREAM Lar,condiment,2026-06-04,1122.0,pcs,4 Juni 2026
CUP SAOS PLASTIK 35 ML,CUP SAOS PLASTIK 35 ML,condiment,2026-06-04,379.0,pcs,4 Juni 2026
CUP SAOS PLASTIK 60 ML,CUP SAOS PLASTIK 60 ML,condiment,2026-06-04,36.0,pcs,4 Juni 2026
CUP SAOS STAINLESS,CUP SAOS STAINLESS,condiment,2026-06-04,0.0,pcs,4 Juni 2026
CURRY HIJAU,CURRY HIJAU,sauce,2026-06-04,490.0,g,4 Juni 2026
CREAMER,CREAMER,condiment,2026-06-04,134.0,g,4 Juni 2026
DADA AYAM MARINASI,DADA AYAM MARINASI,food_main,2026-06-04,11665.0,g,4 Juni 2026
DAUN KETUMBAR,Daun Ketumbar,food_main,2026-06-04,95.0,g,4 Juni 2026
DELIVERY BAG IDOLA 15,DELIVERY BAG IDOLA 15,condiment,2026-06-04,100.0,pcs,4 Juni 2026
DELIVERY BAG IDOLA 30,DELIVERY BAG IDOLA 30,condiment,2026-06-04,50.0,pcs,4 Juni 2026
DELIVERY BAG IDOLA 24,DELIVERY BAG IDOLA 24,condiment,2026-06-04,18.0,pcs,4 Juni 2026
DELIVERY BAG PARTY 20,DELIVERY BAG PARTY 20,condiment,2026-06-04,0.0,pcs,4 Juni 2026
DELIVERY BAG PARTY 28,DELIVERY BAG PARTY 28,condiment,2026-06-04,7.0,pcs,4 Juni 2026
ICE CREAM VANILLA,ICE CREAM VANILLA,beverage_main,2026-06-04,8000.0,ml,4 Juni 2026
DIAMOND UHT,DIAMOND UHT,food_main,2026-06-04,8000.0,pcs,4 Juni 2026
DIAMOND UHT COKLAT,DIAMOND UHT COKLAT,food_main,2026-06-04,2300.0,ml,4 Juni 2026
EMAKU KOREAN SPICY,EMAKU KOREAN SPICY,food_main,2026-06-04,0.0,g,4 Juni 2026
ES BATU,Es Batu,beverage_main,2026-06-04,77.0,g,4 Juni 2026
FF CRISSCUT,FF CRISSCUT,food_main,2026-06-04,5985.0,g,4 Juni 2026
FF STRAIGH CUT,FF STRAIGH CUT,food_main,2026-06-04,5150.0,g,4 Juni 2026
FLOOR CLEANER,FLOOR CLEANER,condiment,2026-06-04,0.0,ml,4 Juni 2026
GALON,GALON,beverage_main,2026-06-04,36000.0,ml,4 Juni 2026
GARAM,GARAM,food_main,2026-06-04,11530.0,g,4 Juni 2026
GARAM MASALA,Garam Masala,food_main,2026-06-04,299.0,g,4 Juni 2026
GARLIC POWDER,GARLIC POWDER,food_main,2026-06-04,1139.0,g,4 Juni 2026
GARPU STAINLESS,GARPU STAINLESS,condiment,2026-06-04,0.0,pcs,4 Juni 2026
GAS 50 KG,GAS 50 KG,condiment,2026-06-04,1.0,pcs,4 Juni 2026
GINGER POWDER,GINGER POWDER,food_main,2026-06-04,128.0,g,4 Juni 2026
GLASS CLEANER,GLASS CLEANER,condiment,2026-06-04,0.0,ml,4 Juni 2026
GULA CAIR,GULA CAIR,food_main,2026-06-04,776.0,g,4 Juni 2026
GULA PASIR,GULA PASIR,food_main,2026-06-04,465.0,g,4 Juni 2026
HAND SOAP,HAND SOAP,condiment,2026-06-04,17500.0,ml,4 Juni 2026
HOT SPICY,HOT SPICY,sauce,2026-06-04,956.0,g,4 Juni 2026
JINTEN POWDER,JINTEN POWDER,food_main,2026-06-04,842.0,g,4 Juni 2026
KECAP INGGRIS,KECAP INGGRIS,food_main,2026-06-04,504.0,g,4 Juni 2026
KEJU SLICE,KEJU SLICE,food_main,2026-06-04,96.0,pcs,4 Juni 2026
KETUMBAR POWDER,KETUMBAR POWDER,food_main,2026-06-04,915.0,g,4 Juni 2026
KNORR BEEF POWDER,KNORR BEEF POWDER,food_main,2026-06-04,0.0,g,4 Juni 2026
KNORR CHEESE,Knorr cheese,food_main,2026-06-04,740.0,g,4 Juni 2026
KUNYIT POWDER,Kunyit Powder,food_main,2026-06-04,40.0,g,4 Juni 2026
LAROME VANILLA POWDER,LAROME VANILLA POWDER,food_main,2026-06-04,1605.0,g,4 Juni 2026
LEMON,Lemon,food_main,2026-06-04,0.0,g,4 Juni 2026
LETTUCE,LETTUCE,food_main,2026-06-04,1385.0,g,4 Juni 2026
LID CUP 14 OZ,LID CUP 14 OZ,condiment,2026-06-04,1004.0,pcs,4 Juni 2026
LID ICE CREAM LAR,LID ICE CREAM Lar,condiment,2026-06-04,2178.0,pcs,4 Juni 2026
LIQUID SMOKE,LIQUID SMOKE,food_main,2026-06-04,2000.0,ml,4 Juni 2026
LOTUS BISCOFF,LOTUS BISCOFF,beverage_main,2026-06-04,836.0,g,4 Juni 2026
MADU,MADU,food_main,2026-06-04,2172.0,g,4 Juni 2026
MAIZENA,MAIZENA,food_main,2026-06-04,5962.0,g,4 Juni 2026
MAKARONI,MAKARONI,food_main,2026-06-04,4958.0,g,4 Juni 2026
HOT LAVA SAUCE,HOT LAVA SAUCE,food_main,2026-06-04,2065.0,g,4 Juni 2026
MANGKOK ENAMEL,MANGKOK ENAMEL,condiment,2026-06-04,0.0,pcs,4 Juni 2026
MAPPLE SYRUP,MAPPLE SYRUP,food_main,2026-06-04,2210.0,ml,4 Juni 2026
MARINASI BUTTERMILK,MARINASI BUTTERMILK,marinade,2026-06-04,0.0,g,4 Juni 2026
MC LEWIS MAYONAISE,MC Lewis Mayonaise,food_main,2026-06-04,4875.0,g,4 Juni 2026
MICIN,MICIN,food_main,2026-06-04,1454.0,g,4 Juni 2026
MINYAK GORENG,MINYAK GORENG,food_main,2026-06-04,25000.0,pcs,4 Juni 2026
YELLOW MUSTARD,YELLOW MUSTARD,food_main,2026-06-04,1236.0,g,4 Juni 2026
NUTELLA,NUTELLA,beverage_main,2026-06-04,573.0,g,4 Juni 2026
ONION POWDER,ONION POWDER,food_main,2026-06-04,0.0,g,4 Juni 2026
PALA POWDER,PALA POWDER,food_main,2026-06-04,338.0,g,4 Juni 2026
PAPER BAG MERAH,PAPER BAG MERAH,condiment,2026-06-04,0.0,pcs,4 Juni 2026
PAPER BAG PUTIH,PAPER BAG PUTIH,condiment,2026-06-04,54.0,pcs,4 Juni 2026
TRAY MELAMIN,TRAY MELAMIN,condiment,2026-06-04,0.0,pcs,4 Juni 2026
PAPER WRAP,PAPER WRAP,condiment,2026-06-04,1253.0,pcs,4 Juni 2026
PAPRIKA POWDER,PAPRIKA POWDER,food_main,2026-06-04,1380.0,g,4 Juni 2026
PARMESAN POWDER,PARMESAN POWDER,food_main,2026-06-04,905.0,g,4 Juni 2026
PARSLEY KERING,PARSLEY KERING,food_main,2026-06-04,103.0,g,4 Juni 2026
PEACH BUAH KALENG,PEACH BUAH KALENG,beverage_main,2026-06-04,850.0,g,4 Juni 2026
MONIN PEACH SYRUP,MONIN PEACH SYRUP,beverage_main,2026-06-04,7100.0,ml,4 Juni 2026
PEANUT DRESSING,PEANUT DRESSING,sauce,2026-06-04,626.0,g,4 Juni 2026
PEWARNA KUNING,PEWARNA KUNING,food_main,2026-06-04,1037.0,ml,4 Juni 2026
PICKLES,PICKLES,food_main,2026-06-04,355.0,g,4 Juni 2026
PIRING ENAMEL,PIRING ENAMEL,condiment,2026-06-04,0.0,pcs,4 Juni 2026
PISANG,PISANG,beverage_main,2026-06-04,1100.0,g,4 Juni 2026
PISAU STAINLESS,PISAU STAINLESS,condiment,2026-06-04,0.0,pcs,4 Juni 2026
RAISING CANE,RAISING CANE,sauce,2026-06-04,1226.0,g,4 Juni 2026
ROSEMARY POWDER,ROSEMARY POWDER,food_main,2026-06-04,57.0,g,4 Juni 2026
ROYCO AYAM,ROYCO AYAM,food_main,2026-06-04,451.0,g,4 Juni 2026
RUSSIAN DRESSING,Russian dressing,sauce,2026-06-04,1130.0,g,4 Juni 2026
SABUN CUCI PIRING,SABUN CUCI PIRING,condiment,2026-06-04,13750.0,ml,4 Juni 2026
SALTED CARAMEL SYRUP,SALTED CARAMEL SYRUP,beverage_main,2026-06-04,0.0,ml,4 Juni 2026
SAOS SAMBAL,SAOS SAMBAL,food_main,2026-06-04,980.0,g,4 Juni 2026
SAOS TOMAT,SAOS TOMAT,food_main,2026-06-04,2500.0,g,4 Juni 2026
SEDOTAN KECIL,SEDOTAN KECIL,condiment,2026-06-04,31.0,pcs,4 Juni 2026
SENDOK STAINLESS,SENDOK STAINLESS,condiment,2026-06-04,0.0,pcs,4 Juni 2026
PEANUT BUTTER,PEANUT BUTTER,beverage_main,2026-06-04,350.0,g,4 Juni 2026
SODA CHARGER,SODA CHARGER,beverage_main,2026-06-04,18.0,pcs,4 Juni 2026
SUNFLOWER OIL,SUNFLOWER OIL,food_main,2026-06-04,2759.0,ml,4 Juni 2026
SYRUP HAZELNUT,SYRUP HAZELNUT,food_main,2026-06-04,0.0,ml,4 Juni 2026
TELUR AYAM,TELUR AYAM,food_main,2026-06-04,3073.0,g,4 Juni 2026
TEPUNG CAKRA KEMBAR,TEPUNG CAKRA KEMBAR,food_main,2026-06-04,4560.0,g,4 Juni 2026
TEPUNG SEGITIGA BIRU,TEPUNG SEGITIGA BIRU,food_main,2026-06-04,18405.0,g,4 Juni 2026
TIKKA MASALA,Tikka masala,sauce,2026-06-04,779.0,g,4 Juni 2026
TISSUE HANDTOWEL,TISSUE HANDTOWEL,condiment,2026-06-04,40.0,pcs,4 Juni 2026
TISSUE MAKAN,TISSUE MAKAN,condiment,2026-06-04,39.0,pcs,4 Juni 2026
TISSUE ROLL,TISSUE ROLL,condiment,2026-06-04,4.0,pcs,4 Juni 2026
TOMATO PELLED,Tomato Pelled,food_main,2026-06-04,2500.0,g,4 Juni 2026
TRASH BAG,TRASH BAG,food_main,2026-06-04,1.0,pcs,4 Juni 2026
UNSALTED BUTTER (KG),UNSALTED BUTTER (KG),food_main,2026-06-04,1860.0,g,4 Juni 2026
UNSALTED BUTTER PORTION,UNSALTED BUTTER PORTION,food_main,2026-06-04,84.0,pcs,4 Juni 2026
VANILLA SYRUP,VANILLA SYRUP,food_main,2026-06-04,846.0,ml,4 Juni 2026
COOKING CREAM,COOKING CREAM,food_main,2026-06-04,3500.0,ml,4 Juni 2026
WIJEN,WIJEN,beverage_main,2026-06-04,182.0,g,4 Juni 2026
SRIRACHA SAOS,Sriracha saos,food_main,2026-06-04,195.0,g,4 Juni 2026
HANDGLOVES PLASTIK,Handgloves plastik,condiment,2026-06-04,0.0,pcs,4 Juni 2026
SAUS SACHET SAMBAL,Saus sachet sambal,food_main,2026-06-04,136.0,pcs,4 Juni 2026
CRUMBLE LOTUS,Crumble lotus,beverage_main,2026-06-04,0.0,g,4 Juni 2026
KUBIS PUTIH,Kubis Putih,beverage_main,2026-06-04,1595.0,g,4 Juni 2026
KUBIS UNGU,Kubis Ungu,beverage_main,2026-06-04,3800.0,g,4 Juni 2026
KERTAS NASI,Kertas Nasi,condiment,2026-06-04,5055.0,pcs,4 Juni 2026
ACAR ONION,Acar Onion,sauce,2026-06-04,0.0,g,4 Juni 2026
ALAS KERTAS TRAY,Alas kertas tray,condiment,2026-06-04,9.0,pcs,4 Juni 2026
PEWARNA MERAH,Pewarna merah,beverage_main,2026-06-04,0.0,ml,4 Juni 2026
DR PEPPER ORIGINAL,Dr Pepper Original,beverage_main,2026-06-04,30.0,pcs,4 Juni 2026
DR PEPPER STRAWBERRY CREAM,Dr Pepper Strawberry cream,beverage_main,2026-06-04,0.0,pcs,4 Juni 2026
SPORK HITAM,Spork hitam,condiment,2026-06-04,180.0,pcs,4 Juni 2026
SAUCE MAC & CHEESE,Sauce Mac & Cheese,sauce,2026-06-04,1076.0,g,4 Juni 2026
ITALIAN HERBS,Italian Herbs,food_main,2026-06-04,98.0,g,4 Juni 2026
CHILI FLAKE,Chili Flake,food_main,2026-06-04,238.0,g,4 Juni 2026
UNCLE MASALA,UNCLE MASALA,other,2026-06-04,0.0,pcs,4 Juni 2026
MIE,Mie,food_main,2026-06-04,11.0,pcs,4 Juni 2026
SANTAN / KRIM KELAPA KARA,Santan / krim kelapa kara,food_main,2026-06-04,1000.0,ml,4 Juni 2026
RUMPUT LAUT,Rumput laut,food_main,2026-06-04,92.0,g,4 Juni 2026
KAPULAGA,Kapulaga,food_main,2026-06-04,38.0,g,4 Juni 2026
LADA SZECHUAN,Lada szechuan,food_main,2026-06-04,29.0,g,4 Juni 2026
TERASI UDANG,Terasi udang,food_main,2026-06-04,78.0,g,4 Juni 2026
MOZZARELLA,Mozzarella,food_main,2026-06-04,3501.0,g,4 Juni 2026
CEKER AYAM,Ceker Ayam,food_main,2026-06-04,1125.0,g,4 Juni 2026
PARSLEY FRESH,Parsley Fresh,food_main,2026-06-04,250.0,g,4 Juni 2026
WORTEL,Wortel,food_main,2026-06-04,465.0,g,4 Juni 2026
SUMPIT KAYU,Sumpit Kayu,condiment,2026-06-04,77.0,pcs,4 Juni 2026
CENGKEH,Cengkeh,food_main,2026-06-04,25.0,g,4 Juni 2026
SEREH,Sereh,food_main,2026-06-04,118.0,g,4 Juni 2026
DAUN SALAM,Daun salam,food_main,2026-06-04,135.0,g,4 Juni 2026
TELUR OMEGA,Telur omega,food_main,2026-06-04,10.0,pcs,4 Juni 2026
OREGANO,Oregano,food_main,2026-06-04,474.0,g,4 Juni 2026
CUP 150 ML,Cup 150 ml,condiment,2026-06-04,59.0,pcs,4 Juni 2026
TUTUP BOWL,Tutup bowl,condiment,2026-06-04,27.0,pcs,4 Juni 2026
BOWL KERTAS,Bowl Kertas,condiment,2026-06-04,27.0,pcs,4 Juni 2026
ISIAN ROTI CHINA ORI,Isian roti china ori,food_main,2026-06-04,389.0,g,4 Juni 2026
ISIAN ROTI CHINA SZECHUAN,Isian roti China szechuan,food_main,2026-06-04,337.0,g,4 Juni 2026
ADONAN ROTI CHINA,Adonan roti China,food_main,2026-06-04,7.0,pcs,4 Juni 2026
CHILI OIL,Chili oil,food_main,2026-06-04,466.0,g,4 Juni 2026
KUAH CURRY,Kuah curry,food_main,2026-06-04,683.0,ml,4 Juni 2026
KALDU AYAM,Kaldu ayam,food_main,2026-06-04,0.0,ml,4 Juni 2026
BAWANG MERAH,Bawang Merah,food_main,2026-06-04,165.0,g,4 Juni 2026
DAUN KUCAI,Daun kucai,food_main,2026-06-04,380.0,g,4 Juni 2026
DAUN BAWANG,Daun bawang,food_main,2026-06-04,440.0,g,4 Juni 2026
SLEEVE ROTI CHINA,Sleeve Roti China,condiment,2026-06-04,45.0,pcs,4 Juni 2026
MINYAK WIJEN,Minyak Wijen,food_main,2026-06-04,317.0,ml,4 Juni 2026
SAUS TIRAM,Saus Tiram,food_main,2026-06-04,520.0,ml,4 Juni 2026
SOY SUCE,Soy Suce,food_main,2026-06-04,175.0,ml,4 Juni 2026
DAUN JERUK,Daun jeruk,food_main,2026-06-04,0.0,g,4 Juni 2026
LAJU KOPI,LAJU KOPI,other,2026-06-04,0.0,pcs,4 Juni 2026
BEANS HOT,Beans hot,beverage_main,2026-06-04,664.0,g,4 Juni 2026
BEANS ICE,Beans ice,beverage_main,2026-06-04,517.0,g,4 Juni 2026
SIRUP ALPEN,Sirup Alpen,beverage_main,2026-06-04,220.0,ml,4 Juni 2026
NIRA,Nira,beverage_main,2026-06-04,0.0,ml,4 Juni 2026
CREAMER BUBUK,Creamer bubuk,beverage_main,2026-06-04,2500.0,g,4 Juni 2026
CREAMER CAIR,Creamer cair,beverage_main,2026-06-04,0.0,ml,4 Juni 2026
UHT,UHT,beverage_main,2026-06-04,0.0,ml,4 Juni 2026
LEMON,Lemon,beverage_main,2026-06-04,0.0,g,4 Juni 2026
TARO POWDER,Taro powder,beverage_main,2026-06-04,475.0,g,4 Juni 2026
KEJU POWDER,Keju powder,beverage_main,2026-06-04,178.0,g,4 Juni 2026
CUP LAJU,Cup laju,condiment,2026-06-04,59.0,pcs,4 Juni 2026
SEAL CUP,Seal cup,condiment,2026-06-04,1.0,pcs,4 Juni 2026
SKM,SKM,beverage_main,2026-06-04,1454.0,g,4 Juni 2026
SEDOTAN,Sedotan,condiment,2026-06-04,0.0,pcs,4 Juni 2026
LIME POWDER,Lime Powder,beverage_main,2026-06-04,800.0,g,4 Juni 2026
MADU BOTOL,Madu botol,beverage_main,2026-06-04,808.0,g,4 Juni 2026
MINERAL WATER 600ML,MINERAL WATER 600ML,beverage_main,2026-07-02,171.0,pcs,2 Juli 2026
ADONAN WAFFLE,ADONAN WAFFLE,food_main,2026-07-02,1832.0,g,2 Juli 2026
APPLE SYRUP MONIN,Apple Syrup Monin,beverage_main,2026-07-02,3650.0,ml,2 Juli 2026
APPLE TEA SODA,Apple tea soda,beverage_main,2026-07-02,4500.0,ml,2 Juli 2026
AW 250 ML,AW 250 ML,beverage_main,2026-07-02,18.0,pcs,2 Juli 2026
BORA 250ML,BORA 250ml,beverage_main,2026-07-02,59.0,pcs,2 Juli 2026
BAKING POWDER HERCULES,BAKING POWDER HERCULES,food_main,2026-07-02,1000.0,g,2 Juli 2026
BAKING POWDER KOEPOE,BAKING POWDER KOEPOE,food_main,2026-07-02,252.0,g,2 Juli 2026
BAKING SODA KOEPOE,Baking Soda Koepoe,food_main,2026-07-02,1216.0,g,2 Juli 2026
BAWANG BOMBAY,BAWANG BOMBAY,food_main,2026-07-02,1111.0,g,2 Juli 2026
BAWANG BOMBAY MERAH,BAWANG BOMBAY MERAH,beverage_main,2026-07-02,0.0,g,2 Juli 2026
BAYLEAF,BAYLEAF,food_main,2026-07-02,0.0,g,2 Juli 2026
BERAS,BERAS,beverage_main,2026-07-02,4000.0,g,2 Juli 2026
BLACK PAPER POWDER,BLACK PAPER POWDER,food_main,2026-07-02,1411.0,g,2 Juli 2026
BLACK TEA,BLACK TEA,beverage_main,2026-07-02,934.0,g,2 Juli 2026
BOX CHICKEN WAFFLE (L),BOX CHICKEN WAFFLE (L),condiment,2026-07-02,543.0,pcs,2 Juli 2026
BOX SANDWHICH (M),BOX SANDWHICH (M),condiment,2026-07-02,720.0,pcs,2 Juli 2026
BOX NASI,BOX NASI,condiment,2026-07-02,150.0,pcs,2 Juli 2026
BROWN SUGAR,Brown Sugar,food_main,2026-07-02,1330.0,g,2 Juli 2026
BUMBU NASHVILLE KERING,BUMBU NASHVILLE KERING,beverage_main,2026-07-02,1585.0,g,2 Juli 2026
BUMBU TEPUNG AYAM,BUMBU TEPUNG AYAM,beverage_main,2026-07-02,1442.0,g,2 Juli 2026
BURGER BUN,BURGER BUN,food_main,2026-07-02,2.0,pcs,2 Juli 2026
CABAI TEROPONG HIJAU,CABAI TEROPONG HIJAU,food_main,2026-07-02,0.0,g,2 Juli 2026
CABAI RAWIT,CABAI RAWIT,food_main,2026-07-02,239.0,g,2 Juli 2026
CARAMEL SAUCE,CARAMEL SAUCE,beverage_main,2026-07-02,1633.0,ml,2 Juli 2026
CAYENNE POWDER,CAYENNE POWDER,food_main,2026-07-02,1302.0,g,2 Juli 2026
CHEDDAR BLOCK,CHEDDAR BLOCK,food_main,2026-07-02,0.0,g,2 Juli 2026
CHILLI POWDER YUTAKACHI,CHILLI POWDER YUTAKACHI,food_main,2026-07-02,0.0,g,2 Juli 2026
CHIPOTLE KALENG,Chipotle kaleng,food_main,2026-07-02,2744.0,g,2 Juli 2026
CHIPOTLE DRESSING,Chipotle dressing,sauce,2026-07-02,637.0,g,2 Juli 2026
COKLAT POWDER,COKLAT POWDER,food_main,2026-07-02,650.0,g,2 Juli 2026
COLA 250 ML,COLA 250 ML,beverage_main,2026-07-02,45.0,pcs,2 Juli 2026
COLATTA CHOCOCHIPS,COLATTA CHOCOCHIPS,food_main,2026-07-02,104.0,g,2 Juli 2026
COLESLAW,COLESLAW,beverage_main,2026-07-02,247.0,g,2 Juli 2026
CUKA,CUKA,food_main,2026-07-02,2409.0,pcs,2 Juli 2026
CUP 14 OZ,CUP 14 OZ,condiment,2026-07-02,1691.0,pcs,2 Juli 2026
CUP ICE CREAM LAR,CUP ICE CREAM Lar,condiment,2026-07-02,929.0,pcs,2 Juli 2026
CUP SAOS PLASTIK 35 ML,CUP SAOS PLASTIK 35 ML,condiment,2026-07-02,380.0,pcs,2 Juli 2026
CUP SAOS PLASTIK 60 ML,CUP SAOS PLASTIK 60 ML,condiment,2026-07-02,36.0,pcs,2 Juli 2026
CUP SAOS STAINLESS,CUP SAOS STAINLESS,condiment,2026-07-02,0.0,pcs,2 Juli 2026
CURRY HIJAU,CURRY HIJAU,sauce,2026-07-02,1416.0,g,2 Juli 2026
DADA AYAM MARINASI,DADA AYAM MARINASI,food_main,2026-07-02,32845.0,g,2 Juli 2026
DAUN KETUMBAR,Daun Ketumbar,food_main,2026-07-02,0.0,g,2 Juli 2026
DELIVERY BAG IDOLA 15,DELIVERY BAG IDOLA 15,condiment,2026-07-02,100.0,pcs,2 Juli 2026
DELIVERY BAG IDOLA 30,DELIVERY BAG IDOLA 30,condiment,2026-07-02,100.0,pcs,2 Juli 2026
DELIVERY BAG IDOLA 24,DELIVERY BAG IDOLA 24,condiment,2026-07-02,100.0,pcs,2 Juli 2026
DELIVERY BAG PARTY 20,DELIVERY BAG PARTY 20,condiment,2026-07-02,0.0,pcs,2 Juli 2026
DELIVERY BAG PARTY 28,DELIVERY BAG PARTY 28,condiment,2026-07-02,150.0,pcs,2 Juli 2026
ICE CREAM VANILLA,ICE CREAM VANILLA,beverage_main,2026-07-02,7500.0,ml,2 Juli 2026
DIAMOND UHT,DIAMOND UHT,food_main,2026-07-02,2654.0,pcs,2 Juli 2026
DIAMOND UHT COKLAT,DIAMOND UHT COKLAT,food_main,2026-07-02,4000.0,ml,2 Juli 2026
